,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,Supply
225,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
226,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
227,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
228,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
229,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
230,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
231,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
232,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
233,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
234,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
235,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
236,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
237,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
238,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
239,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
240,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
241,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
242,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
243,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
244,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
245,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
246,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
247,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
248,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
249,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
250,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
251,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
252,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
253,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
254,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
255,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
256,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
257,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
258,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
259,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
260,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
261,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
262,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
263,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
264,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
265,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
266,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
267,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
268,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
269,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
270,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
271,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
272,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
273,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
274,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
275,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
276,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
277,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
278,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
279,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
280,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
281,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
282,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
283,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
284,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
285,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
286,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
287,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
288,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
289,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
290,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
291,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
292,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
293,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
294,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
295,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
296,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
297,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
298,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
299,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
